ОСНОВНИЙ НАПРЯМОК,ЗУПИНКА,НОРМАЛІЗОВАНА ЗУПИНКА,ТИП ЗУПИНКИ,ЗАГАЛЬНА К-СТЬ ВИКОРИСТАНЬ ЗУПИНКИ,К-СТЬ ВИКОРИСТАНЬ ЗУПИНКИ EUROTRIPS,К-СТЬ ВИКОРИСТАНЬ ЗУПИНКИ КОНКУРЕНТАМИ,global_add_score,global_trim_score,dir_add_score,dir_trim_score,recommendation,priority,note
Іспанія,Грац,грац,CITY,1,0,1,"0,715862245","0,159137755","0,7647586735","0,1977413265",ADD,HIGH,Додати в маршрут
Іспанія,Долина Красунь,долина красунь,OTHER,1,0,1,"0,8593451587","0,01565484128","0,9578035476","0,004696452383",ADD,HIGH,Додати в маршрут
Іспанія,Ез,ез,CITY,1,0,1,"0,7086866892","0,1663133108","0,7626060068","0,1998939932",ADD,HIGH,Додати в маршрут
Іспанія,Емпуріябрава,емпуріябрава,CITY,1,0,1,"0,7068962625","0,1681037375","0,7620688788","0,2004311212",ADD,HIGH,Додати в маршрут
Іспанія,Замок Нойшванштайн,замок нойшванштайн,OTHER,1,0,1,"0,8749509712","0,00004902876875","0,9624852914","0,00001470863063",ADD,HIGH,Додати в маршрут
Іспанія,Интерлакен,интерлакен,CITY,1,0,1,"0,6695830522","0,2054169478","0,7508749157","0,2116250843",ADD,HIGH,Додати в маршрут
Іспанія,Ла,ла,CITY,1,0,1,"0,7086866892","0,1663133108","0,7626060068","0,1998939932",ADD,HIGH,Додати в маршрут
Іспанія,Лугано,лугано,CITY,1,0,1,"0,7288072428","0,15","0,7686421728","0,195",ADD,HIGH,Додати в маршрут
Іспанія,Лігурійське Узбережжя,лігурійське узбережжя,OTHER,1,0,1,"0,21263306","0,06236693996","0,763789918","0,01871008199",ADD,HIGH,Додати в маршрут
Іспанія,Лідо Ді Езоло,лідо ді езоло,CITY,1,0,1,"0,7101649498","0,1648350502","0,7630494849","0,1994505151",ADD,HIGH,Додати в маршрут
Іспанія,Ліон,ліон,CITY,1,0,1,"0,7080196716","0,1669803285","0,7624059015","0,2000940985",ADD,HIGH,Додати в маршрут
Іспанія,Модена,модена,CITY,1,0,1,"0,693114937","0,181885063","0,7579344811","0,2045655189",ADD,HIGH,Додати в маршрут
Іспанія,Монблан,монблан,OTHER,1,0,1,"0,8936001208",0,"0,9680800363",0,ADD,HIGH,Додати в маршрут
Іспанія,Монпельє,монпельє,CITY,1,0,1,"0,6836203275","0,1913796725","0,7550860983","0,2074139017",ADD,HIGH,Додати в маршрут
Іспанія,Музей Далі,музей далі,CITY,1,0,1,"0,7046031726","0,1703968274","0,7613809518","0,2011190482",ADD,HIGH,Додати в маршрут
Іспанія,Озеро Блед,озеро блед,OTHER,1,0,1,"0,6059491063","0,02905089371","0,8817847319","0,008715268113",ADD,HIGH,Додати в маршрут
Іспанія,Озеро Гарда,озеро гарда,OTHER,1,0,1,"0,5938593574","0,04114064258","0,8781578072","0,01234219277",ADD,HIGH,Додати в маршрут
Іспанія,Палафольс,палафольс,CITY,1,0,1,"0,7086866892","0,1663133108","0,7626060068","0,1998939932",ADD,HIGH,Додати в маршрут
Іспанія,Портофіно,портофіно,CITY,1,0,1,"0,5796104472","0,1753895528","0,7238831341","0,2026168659",ADD,HIGH,Додати в маршрут
Іспанія,Ротенбург,ротенбург,CITY,1,0,1,"0,7305577921","0,15","0,7691673376","0,195",ADD,HIGH,Додати в маршрут
Іспанія,Салоу,салоу,CITY,1,0,1,"0,7086866892","0,1663133108","0,7626060068","0,1998939932",ADD,HIGH,Додати в маршрут
Іспанія,Санремо,санремо,CITY,1,0,1,"0,6646127964","0,2103872036","0,7493838389","0,2131161611",ADD,HIGH,Додати в маршрут
Іспанія,Страсбург,страсбург,CITY,1,0,1,"0,7276769803","0,15","0,7683030941","0,195",ADD,HIGH,Додати в маршрут
Іспанія,Таубері,таубері,CITY,1,0,1,"0,7268159849","0,15","0,7680447955","0,195",ADD,HIGH,Додати в маршрут
Іспанія,Турин,турин,CITY,1,0,1,"0,7094475897","0,1655524104","0,7628342769","0,1996657231",ADD,HIGH,Додати в маршрут
Іспанія,Узбережжя Соsта Вrаvа,узбережжя costa brava,OTHER,1,0,1,"0,8586866892","0,01631331078","0,9576060068","0,004893993233",ADD,HIGH,Додати в маршрут
Іспанія,Цюрих,цюрих,CITY,1,0,1,"0,7205323991","0,154467601","0,7661597197","0,1963402803",ADD,HIGH,Додати в маршрут
Іспанія,Цюріх,цюріх,CITY,1,0,1,"0,6448420222","0,15","0,7434526067","0,195",ADD,HIGH,Додати в маршрут
Іспанія,Швейцарська Рів Єра,швейцарська рів єра,OTHER,1,0,1,"0,8843592559",0,"0,9653077768",0,ADD,HIGH,Додати в маршрут
Італія,Альберобелло,альберобелло,CITY,1,0,1,"0,6995231132","0,1754768869","0,7598569339","0,2026430661",ADD,HIGH,Додати в маршрут
Італія,Амальфітанське Узбережжя,амальфітанське узбережжя,OTHER,1,0,1,"0,8356256689","0,0393743311","0,9506877007","0,01181229933",ADD,HIGH,Додати в маршрут
Італія,Антиб,антиб,CITY,1,0,1,"0,6870594534","0,1879405466","0,756117836","0,206382164",ADD,HIGH,Додати в маршрут
Італія,Ареццо,ареццо,CITY,1,0,1,"0,720057799","0,154942201","0,7660173397","0,1964826603",ADD,HIGH,Додати в маршрут
Італія,Бенедетто,бенедетто,CITY,1,0,1,"0,6995231132","0,1754768869","0,7598569339","0,2026430661",ADD,HIGH,Додати в маршрут
Італія,Берн,берн,CITY,1,0,1,"0,6739573556","0,15","0,7521872067","0,195",ADD,HIGH,Додати в маршрут
Італія,Брешія,брешія,CITY,1,0,1,"0,7244424361","0,150557564","0,7673327308","0,1951672692",ADD,HIGH,Додати в маршрут
Італія,Брйс*,брйс*,CITY,1,0,1,"0,6891411992","0,1858588009","0,7567423597","0,2057576403",ADD,HIGH,Додати в маршрут
Італія,Брно,брно,CITY,1,0,1,"0,7158671213","0,1591328787","0,7647601364","0,1977398636",ADD,HIGH,Додати в маршрут
Італія,В Яреджо,в яреджо,CITY,1,0,1,"0,7196113239","0,1553886762","0,7658833972","0,1966166028",ADD,HIGH,Додати в маршрут
Італія,Верона*,верона*,CITY,1,0,1,"0,6891411992","0,1858588009","0,7567423597","0,2057576403",ADD,HIGH,Додати в маршрут
Італія,Версаль,версаль,CITY,1,0,1,"0,7188799665","0,1561200335","0,7656639899","0,1968360101",ADD,HIGH,Додати в маршрут
Італія,Вольтерра,вольтерра,CITY,1,0,1,"0,720057799","0,154942201","0,7660173397","0,1964826603",ADD,HIGH,Додати в маршрут
Італія,Вроцлав,вроцлав,CITY,1,0,1,"0,6732765614","0,1642234386","0,7519829684","0,1992670316",ADD,HIGH,Додати в маршрут
Італія,Віченца,віченца,CITY,1,0,1,"0,7244424361","0,150557564","0,7673327308","0,1951672692",ADD,HIGH,Додати в маршрут
Італія,Гарда,гарда,CITY,1,0,1,"0,6860743629","0,1889256371","0,7558223089","0,2066776911",ADD,HIGH,Додати в маршрут
Італія,Гарда*,гарда*,CITY,1,0,1,"0,6891411992","0,1858588009","0,7567423597","0,2057576403",ADD,HIGH,Додати в маршрут
Італія,Гора Паганелла,гора паганелла,OTHER,1,0,1,"0,8478106528","0,0271893472","0,9543431958","0,00815680416",ADD,HIGH,Додати в маршрут
Італія,Гравіна,гравіна,CITY,1,0,1,"0,7141508769","0,1608491232","0,7642452631","0,1982547369",ADD,HIGH,Додати в маршрут
Італія,Дольчеаква,дольчеаква,CITY,1,0,1,"0,6712017749","0,2037982252","0,7513605325","0,2111394675",ADD,HIGH,Додати в маршрут
Італія,Дрезден,дрезден,CITY,1,0,1,"0,6325487889","0,1732204418","0,7397646367","0,2019661325",ADD,HIGH,Додати в маршрут
Італія,Діснейденд,діснейденд,OTHER,1,0,1,"0,8506221639","0,02437783608","0,9551866492","0,007313350823",ADD,HIGH,Додати в маршрут
Італія,Діснейленд,діснейленд,OTHER,1,0,1,"0,8661144854","0,008885514561","0,9598343456","0,002665654368",ADD,HIGH,Додати в маршрут
Італія,Егералок,егералок,CITY,1,0,1,"0,7198450765","0,1551549235","0,765953523","0,196546477",ADD,HIGH,Додати в маршрут
Італія,Замок Мірамаре,замок мірамаре,OTHER,1,0,1,"0,8495231132","0,02547688685","0,9548569339","0,007643066055",ADD,HIGH,Додати в маршрут
Італія,Карло,карло,CITY,1,0,1,"0,6863454211","0,1886545789","0,7559036263","0,2065963737",ADD,HIGH,Додати в маршрут
Італія,Катанія,катанія,CITY,1,0,1,"0,6781862526","0,1968137474","0,7534558758","0,2090441242",ADD,HIGH,Додати в маршрут
Італія,Кортона,кортона,CITY,1,0,1,"0,720057799","0,154942201","0,7660173397","0,1964826603",ADD,HIGH,Додати в маршрут
Італія,Курорт Ріміні,курорт ріміні,CITY,1,0,1,"0,6845268392","0,1904731608","0,7553580518","0,2071419482",ADD,HIGH,Додати в маршрут
Італія,Львів Будапешт Венеція Мілан Бергамо Верона Львів,львів будапешт венеція мілан бергамо верона львів,CITY,1,0,1,"0,6548688392","0,2201311608","0,7464606518","0,2160393482",ADD,HIGH,Додати в маршрут
Італія,Львів Будапешт Венеція Рим Флоренція Піза Ужгорож Львів,львів будапешт венеція рим флоренція піза ужгорож львів,CITY,1,0,1,"0,639398715","0,235601285","0,7418196145","0,2206803855",ADD,HIGH,Додати в маршрут
Італія,Люцерн,люцерн,CITY,1,0,1,"0,6924600443","0,1501075232","0,7577380133","0,195032257",ADD,HIGH,Додати в маршрут
Італія,Лідо Ді Езоло,лідо ді езоло,CITY,1,0,1,"0,7101649498","0,1648350502","0,7630494849","0,1994505151",ADD,HIGH,Додати в маршрут
Італія,Маргеріта,маргеріта,CITY,1,0,1,"0,6712017749","0,2037982252","0,7513605325","0,2111394675",ADD,HIGH,Додати в маршрут
Італія,Марібор,марібор,CITY,1,0,1,"0,7157267271","0,1592732729","0,7647180181","0,1977819819",ADD,HIGH,Додати в маршрут
Італія,Монреале,монреале,CITY,1,0,1,"0,6781862526","0,1968137474","0,7534558758","0,2090441242",ADD,HIGH,Додати в маршрут
Італія,Монте,монте,CITY,1,0,1,"0,6863454211","0,1886545789","0,7559036263","0,2065963737",ADD,HIGH,Додати в маршрут
Італія,Монтепульчано,монтепульчано,CITY,1,0,1,"0,7136955191","0,161304481","0,7641086557","0,1983913443",ADD,HIGH,Додати в маршрут
Італія,Мурано,мурано,CITY,1,0,1,"0,6637626451","0,2112373549","0,7491287935","0,2133712065",ADD,HIGH,Додати в маршрут
Італія,Мініато,мініато,CITY,1,0,1,"0,720057799","0,154942201","0,7660173397","0,1964826603",ADD,HIGH,Додати в маршрут
Італія,Мірамаре,мірамаре,CITY,1,0,1,"0,7475891742","0,15","0,7742767523","0,195",ADD,HIGH,Додати в маршрут
Італія,Надьканіжа,надьканіжа,CITY,1,0,1,"0,7157267271","0,1592732729","0,7647180181","0,1977819819",ADD,HIGH,Додати в маршрут
Італія,Нормандія,нормандія,OTHER,1,0,1,"0,7031564432","0,02184355681","0,910946933","0,006553067044",ADD,HIGH,Додати в маршрут
Італія,О Капрі,о капрі,CITY,1,0,1,"0,7141508769","0,1608491232","0,7642452631","0,1982547369",ADD,HIGH,Додати в маршрут
Італія,О Комо,о комо,CITY,1,0,1,"0,7475891742","0,15","0,7742767523","0,195",ADD,HIGH,Додати в маршрут
Італія,О Сицилія,о сицилія,CITY,1,0,1,"0,6781862526","0,1968137474","0,7534558758","0,2090441242",ADD,HIGH,Додати в маршрут
Італія,Оз Браес,оз браес,CITY,1,0,1,"0,684904887","0,1900951131","0,7554714661","0,2070285339",ADD,HIGH,Додати в маршрут
Італія,Оз Браєс,оз браєс,CITY,1,0,1,"0,6860743629","0,1889256371","0,7558223089","0,2066776911",ADD,HIGH,Додати в маршрут
Італія,Озеро Браес,озеро браес,OTHER,1,0,1,"0,866506719","0,008493281025","0,9599520157","0,002547984308",ADD,HIGH,Додати в маршрут
Італія,Озеро Маджоре,озеро маджоре,OTHER,1,0,1,"0,8495231132","0,02547688685","0,9548569339","0,007643066055",ADD,HIGH,Додати в маршрут
Італія,Озеро Мізуріна,озеро мізуріна,OTHER,1,0,1,"0,866506719","0,008493281025","0,9599520157","0,002547984308",ADD,HIGH,Додати в маршрут
Італія,Орлеан,орлеан,CITY,1,0,1,"0,7180744641","0,1569255359","0,7654223392","0,1970776608",ADD,HIGH,Додати в маршрут
Італія,П Єнца,п єнца,CITY,1,0,1,"0,720057799","0,154942201","0,7660173397","0,1964826603",ADD,HIGH,Додати в маршрут
Італія,Падуя*,падуя*,CITY,1,0,1,"0,6891411992","0,1858588009","0,7567423597","0,2057576403",ADD,HIGH,Додати в маршрут
Італія,Палермо,палермо,CITY,1,0,1,"0,6781862526","0,1968137474","0,7534558758","0,2090441242",ADD,HIGH,Додати в маршрут
Італія,Парк Розваг Гардаленд,парк розваг гардаленд,OTHER,1,0,1,"0,8718993397","0,003100660325","0,9615698019","0,0009301980975",ADD,HIGH,Додати в маршрут
Італія,Парма,парма,CITY,1,0,1,"0,7244424361","0,150557564","0,7673327308","0,1951672692",ADD,HIGH,Додати в маршрут
Італія,Порторож,порторож,CITY,1,0,1,"0,6781862526","0,1968137474","0,7534558758","0,2090441242",ADD,HIGH,Додати в маршрут
Італія,Прованс,прованс,CITY,1,0,1,"0,7157267271","0,1592732729","0,7647180181","0,1977819819",ADD,HIGH,Додати в маршрут
Італія,Пулья,пулья,CITY,1,0,1,"0,7141508769","0,1608491232","0,7642452631","0,1982547369",ADD,HIGH,Додати в маршрут
Італія,Піран,піран,CITY,1,0,1,"0,6781862526","0,1968137474","0,7534558758","0,2090441242",ADD,HIGH,Додати в маршрут
Італія,Рейнський Водоспад,рейнський водоспад,OTHER,1,0,1,"0,7721091769","0,002890823119","0,9316327531","0,0008672469356",ADD,HIGH,Додати в маршрут
Італія,Ремо,ремо,CITY,1,0,1,"0,6898549924","0,1851450077","0,7569564977","0,2055435023",ADD,HIGH,Додати в маршрут
Італія,Рів Єра Ді Уліссе,рів єра ді уліссe,OTHER,1,0,1,"0,8356256689","0,0393743311","0,9506877007","0,01181229933",ADD,HIGH,Додати в маршрут
Італія,Ріва,ріва,CITY,1,0,1,"0,6860743629","0,1889256371","0,7558223089","0,2066776911",ADD,HIGH,Додати в маршрут
Італія,Сан Джиміньяно,сан джиміньяно,CITY,1,0,1,"0,6845268392","0,1904731608","0,7553580518","0,2071419482",ADD,HIGH,Додати в маршрут
Італія,Санд Дона Ді П Яве,санд дона ді п яве,CITY,1,0,1,"0,6393198052","0,2356801948","0,7417959416","0,2207040584",ADD,HIGH,Додати в маршрут
Італія,Санта,санта,CITY,1,0,1,"0,6712017749","0,2037982252","0,7513605325","0,2111394675",ADD,HIGH,Додати в маршрут
Італія,Санта Маргарита,санта маргарита,CITY,1,0,1,"0,7244424361","0,150557564","0,7673327308","0,1951672692",ADD,HIGH,Додати в маршрут
Італія,Санта Маргаріта,санта маргаріта,CITY,1,0,1,"0,6995231132","0,1754768869","0,7598569339","0,2026430661",ADD,HIGH,Додати в маршрут
Італія,Санта Маргеріта,санта маргеріта,CITY,1,0,1,"0,7475891742","0,15","0,7742767523","0,195",ADD,HIGH,Додати в маршрут
Італія,Сперлонга,сперлонга,CITY,1,0,1,"0,6856256689","0,1893743311","0,7556877007","0,2068122993",ADD,HIGH,Додати в маршрут
Італія,Сіракузи,сіракузи,CITY,1,0,1,"0,6781862526","0,1968137474","0,7534558758","0,2090441242",ADD,HIGH,Додати в маршрут
Італія,Таорміна,таорміна,CITY,1,0,1,"0,6781862526","0,1968137474","0,7534558758","0,2090441242",ADD,HIGH,Додати в маршрут
Італія,Террачіна,террачіна,CITY,1,0,1,"0,6856256689","0,1893743311","0,7556877007","0,2068122993",ADD,HIGH,Додати в маршрут
Італія,Токай,токай,CITY,1,0,1,"0,7178835999","0,1571164001","0,76536508","0,19713492",ADD,HIGH,Додати в маршрут
Італія,Тоскана,тоскана,CITY,1,0,1,"0,7449824868","0,15","0,773494746","0,195",ADD,HIGH,Додати в маршрут
Італія,Тревізо,тревізо,CITY,1,0,1,"0,7244424361","0,150557564","0,7673327308","0,1951672692",ADD,HIGH,Додати в маршрут
Італія,Тронто,тронто,CITY,1,0,1,"0,6995231132","0,1754768869","0,7598569339","0,2026430661",ADD,HIGH,Додати в маршрут
Італія,Тірренське Узбережжя,тірренське узбережжя,OTHER,1,0,1,"0,7730790097","0,1019209903","0,9319237029","0,03057629709",ADD,HIGH,Додати в маршрут
Італія,Узбережжя Лігурійського Моря,узбережжя лігурійського моря,OTHER,1,0,1,"0,8212017749","0,05379822515","0,9463605325","0,01613946755",ADD,HIGH,Додати в маршрут
Італія,Ферарра,ферарра,CITY,1,0,1,"0,6995231132","0,1754768869","0,7598569339","0,2026430661",ADD,HIGH,Додати в маршрут
Італія,Цюрих,цюрих,CITY,1,0,1,"0,7205323991","0,154467601","0,7661597197","0,1963402803",ADD,HIGH,Додати в маршрут
Італія,Чоп,чоп,CITY,1,0,1,"0,7058213369","0,1691786631","0,7617464011","0,2007535989",ADD,HIGH,Додати в маршрут
Італія,Чівіта Ді Баньйореджо,чівіта ді баньйореджо,CITY,1,0,1,"0,7140398356","0,1609601644","0,7642119507","0,1982880493",ADD,HIGH,Додати в маршрут
Італія,Чівіта Ді Баньореджо,чівіта ді баньореджо,CITY,1,0,1,"0,7136955191","0,161304481","0,7641086557","0,1983913443",ADD,HIGH,Додати в маршрут
Італія,Чінкве Терре,чінкве терре,CITY,1,0,1,"0,6712017749","0,2037982252","0,7513605325","0,2111394675",ADD,HIGH,Додати в маршрут
Італія,Ін,ін,CITY,1,0,1,"0,7141508769","0,1608491232","0,7642452631","0,1982547369",ADD,HIGH,Додати в маршрут
Італія,Інсбрук,інсбрук,CITY,1,0,1,"0,7108313309","0,1641686691","0,7632493993","0,1992506007",ADD,HIGH,Додати в маршрут
Італія,Інтерлакен,інтерлакен,CITY,1,0,1,"0,6795161792","0,15","0,7538548538","0,195",ADD,HIGH,Додати в маршрут
Австрія,Амбуаз,амбуаз,CITY,1,0,1,"0,6497470186","0,2252529814","0,7449241056","0,2175758944",ADD,HIGH,Додати в маршрут
Австрія,Бамберг,бамберг,CITY,1,0,1,"0,7208915053","0,1541084947","0,7662674516","0,1962325484",ADD,HIGH,Додати в маршрут
Австрія,Берлін,берлін,CITY,1,0,1,"0,6853183385","0,1678634797","0,7555955016","0,2003590439",ADD,HIGH,Додати в маршрут
Австрія,Веве,веве,CITY,1,0,1,"0,669499748","0,205500252","0,7508499244","0,2116500756",ADD,HIGH,Додати в маршрут
Австрія,Венеція,венеція,CITY,1,0,1,"0,5434782331","0,1889475095","0,7130434699","0,2066842528",ADD,HIGH,Додати в маршрут
Австрія,Вроцлав,вроцлав,CITY,1,0,1,"0,6732765614","0,1642234386","0,7519829684","0,1992670316",ADD,HIGH,Додати в маршрут
Австрія,Вышеград,вышеград,CITY,1,0,1,"0,6660872864","0,2089127136","0,7498261859","0,2126738141",ADD,HIGH,Додати в маршрут
Австрія,Довиль,довиль,CITY,1,0,1,"0,6920434663","0,1829565338","0,7576130399","0,2048869601",ADD,HIGH,Додати в маршрут
Австрія,Долина Красунь,долина красунь,OTHER,1,0,1,"0,8593451587","0,01565484128","0,9578035476","0,004696452383",ADD,HIGH,Додати в маршрут
Австрія,Дрезден,дрезден,CITY,1,0,1,"0,6325487889","0,1732204418","0,7397646367","0,2019661325",ADD,HIGH,Додати в маршрут
Австрія,Катовіце,катовіце,CITY,1,0,1,"0,6927618752","0,1822381248","0,7578285626","0,2046714374",ADD,HIGH,Додати в маршрут
Австрія,Кежмарок,кежмарок,CITY,1,0,1,"0,7107983649","0,1642016351","0,7632395095","0,1992604905",ADD,HIGH,Додати в маршрут
Австрія,Кошице,кошице,CITY,1,0,1,"0,7107983649","0,1642016351","0,7632395095","0,1992604905",ADD,HIGH,Додати в маршрут
Австрія,Куфштайн,куфштайн,CITY,1,0,1,"0,7057052823","0,1692947177","0,7617115847","0,2007884153",ADD,HIGH,Додати в маршрут
Австрія,Лозанна,лозанна,CITY,1,0,1,"0,707894615","0,167105385","0,7623683845","0,2001316155",ADD,HIGH,Додати в маршрут
Австрія,Львів Ужгород Будапешт Відень Будапешт Ужгород Львів,львів ужгород будапешт відень будапешт ужгород львів,CITY,1,0,1,"0,6679500679","0,2070499321","0,7503850204","0,2121149796",ADD,HIGH,Додати в маршрут
Австрія,Львів Ужгород Відень Будапешт Львів,львів ужгород відень будапешт львів,CITY,1,0,1,"0,6556897923","0,2193102077","0,7467069377","0,2157930623",ADD,HIGH,Додати в маршрут
Австрія,Львів Ужгород Відень Зальцкаммергут Мельк Будапешт Ужгород Львів,львів ужгород відень зальцкаммергут мельк будапешт ужгород львів,CITY,1,0,1,"0,6482650862","0,2267349138","0,7444795259","0,2180204741",ADD,HIGH,Додати в маршрут
Австрія,Львів Ужгород Прага Брно Відень Будапешт,львів ужгород прага брно відень будапешт,CITY,1,0,1,"0,6425349507","0,2324650494","0,7427604852","0,2197395148",ADD,HIGH,Додати в маршрут
Австрія,Любляна,любляна,CITY,1,0,1,"0,6432988906","0,1685432147","0,7429896672","0,2005629644",ADD,HIGH,Додати в маршрут
Австрія,Лінц,лінц,CITY,1,0,1,"0,7057052823","0,1692947177","0,7617115847","0,2007884153",ADD,HIGH,Додати в маршрут
Австрія,Монтре,монтре,CITY,1,0,1,"0,7270276273","0,15","0,7681082882","0,195",ADD,HIGH,Додати в маршрут
Австрія,Нюрнберг,нюрнберг,CITY,1,0,1,"0,7153662193","0,1596337807","0,7646098658","0,1978901342",ADD,HIGH,Додати в маршрут
Австрія,Онфлер,онфлер,CITY,1,0,1,"0,7002140253","0,1747859747","0,7600642076","0,2024357924",ADD,HIGH,Додати в маршрут
Австрія,Париж,париж,CITY,1,0,1,"0,6774769481","0,1627404432","0,7532430844","0,198822133",ADD,HIGH,Додати в маршрут
Австрія,Попрад,попрад,CITY,1,0,1,"0,7107983649","0,1642016351","0,7632395095","0,1992604905",ADD,HIGH,Додати в маршрут
Австрія,Потсдам,потсдам,CITY,1,0,1,"0,6873265728","0,1876734272","0,7561979718","0,2063020282",ADD,HIGH,Додати в маршрут
Австрія,Руан,руан,CITY,1,0,1,"0,6759917981","0,1590082019","0,7527975394","0,1977024606",ADD,HIGH,Додати в маршрут
Австрія,Руст,руст,CITY,1,0,1,"0,7215134122","0,1534865878","0,7664540237","0,1960459763",ADD,HIGH,Додати в маршрут
Австрія,Тапольца,тапольца,CITY,1,0,1,"0,7011325097","0,1738674903","0,7603397529","0,2021602471",ADD,HIGH,Додати в маршрут
Австрія,Тарнув,тарнув,CITY,1,0,1,"0,70268532","0,17231468","0,760805596","0,201694404",ADD,HIGH,Додати в маршрут
Австрія,Токай,токай,CITY,1,0,1,"0,7178835999","0,1571164001","0,76536508","0,19713492",ADD,HIGH,Додати в маршрут
Австрія,Трентіно,трентіно,CITY,1,0,1,"0,6929383275","0,1820616725","0,7578814983","0,2046185018",ADD,HIGH,Додати в маршрут
Австрія,Трувиль,трувиль,CITY,1,0,1,"0,6920434663","0,1829565338","0,7576130399","0,2048869601",ADD,HIGH,Додати в маршрут
Австрія,Чешський,чешський,CITY,1,0,1,"0,6729375491","0,2020624509","0,7518812647","0,2106187353",ADD,HIGH,Додати в маршрут
Австрія,Чоп,чоп,CITY,1,0,1,"0,7058213369","0,1691786631","0,7617464011","0,2007535989",ADD,HIGH,Додати в маршрут
Австрія,Шамбор,шамбор,CITY,1,0,1,"0,6497470186","0,2252529814","0,7449241056","0,2175758944",ADD,HIGH,Додати в маршрут
Австрія,Штернберк,штернберк,CITY,1,0,1,"0,6729375491","0,2020624509","0,7518812647","0,2106187353",ADD,HIGH,Додати в маршрут
Австрія,Ярослав,ярослав,CITY,1,0,1,"0,6992107563","0,1757892437","0,7597632269","0,2027367731",ADD,HIGH,Додати в маршрут
Албанія,Берат,берат,CITY,1,0,1,"0,6343318056","0,2406681944","0,7402995417","0,2222004583",ADD,HIGH,Додати в маршрут
Албанія,Бутрінті,бутрінті,CITY,1,0,1,"0,6326960612","0,2423039388","0,7398088184","0,2226911816",ADD,HIGH,Додати в маршрут
Албанія,Варна,варна,CITY,1,0,1,"0,7282665503","0,15","0,7684799651","0,195",ADD,HIGH,Додати в маршрут
Албанія,Керкіра,керкіра,CITY,1,0,1,"0,6326960612","0,2423039388","0,7398088184","0,2226911816",ADD,HIGH,Додати в маршрут
Албанія,Корфу,корфу,CITY,1,0,1,"0,7236230769","0,1513769232","0,7670869231","0,1954130769",ADD,HIGH,Додати в маршрут
Албанія,Ксаміль,ксаміль,CITY,1,0,1,"0,7236230769","0,1513769232","0,7670869231","0,1954130769",ADD,HIGH,Додати в маршрут
Албанія,Метеори,метеори,CITY,1,0,1,"0,6635360415","0,2114639585","0,7490608124","0,2134391876",ADD,HIGH,Додати в маршрут
Албанія,Мукачево,мукачево,CITY,1,0,1,"0,5268480045","0,1981519955","0,7080544014","0,2094455986",ADD,HIGH,Додати в маршрут
Албанія,Несебр,несебр,CITY,1,0,1,"0,7282665503","0,15","0,7684799651","0,195",ADD,HIGH,Додати в маршрут
Албанія,Парга,парга,CITY,1,0,1,"0,6326960612","0,2423039388","0,7398088184","0,2226911816",ADD,HIGH,Додати в маршрут
Албанія,Русе,русе,CITY,1,0,1,"0,7264507172","0,15","0,7679352152","0,195",ADD,HIGH,Додати в маршрут
Албанія,Санданскі,санданскі,CITY,1,0,1,"0,6926564942","0,1823435059","0,7577969482","0,2047030518",ADD,HIGH,Додати в маршрут
Албанія,Софія,софія,CITY,1,0,1,"0,7015656408","0,1734343592","0,7604696922","0,2020303078",ADD,HIGH,Додати в маршрут
Албанія,Стамбул,стамбул,CITY,1,0,1,"0,5000315276","0,1749684724","0,7000094583","0,2024905417",ADD,HIGH,Додати в маршрут
Албанія,Тірана,тірана,CITY,1,0,1,"0,6439744584","0,2310255416","0,7431923375","0,2193076625",ADD,HIGH,Додати в маршрут
Албанія,Ігуменіца,ігуменіца,CITY,1,0,1,"0,7236230769","0,1513769232","0,7670869231","0,1954130769",ADD,HIGH,Додати в маршрут
Бельгія,Аахен,аахен,CITY,1,0,1,"0,7248074083","0,1501925917","0,7674422225","0,1950577775",ADD,HIGH,Додати в маршрут
Бельгія,Гаага,гаага,CITY,1,0,1,"0,6343663843","0,177475721","0,7403099153","0,2032427163",ADD,HIGH,Додати в маршрут
Бельгія,Делфт,делфт,CITY,1,0,1,"0,6996477161","0,1753522839","0,7598943148","0,2026056852",ADD,HIGH,Додати в маршрут
Бельгія,Дрезден,дрезден,CITY,1,0,1,"0,6325487889","0,1732204418","0,7397646367","0,2019661325",ADD,HIGH,Додати в маршрут
Бельгія,Ерфурт,ерфурт,CITY,1,0,1,"0,7244029789","0,1505970211","0,7673208937","0,1951791063",ADD,HIGH,Додати в маршрут
Бельгія,Замок Вартбург,замок вартбург,OTHER,1,0,1,"0,8839017111",0,"0,9651705133",0,ADD,HIGH,Додати в маршрут
Бельгія,Кекенхоф,кекенхоф,CITY,1,0,1,"0,6959868268","0,1790131732","0,7587960481","0,203703952",ADD,HIGH,Додати в маршрут
Бельгія,Кельн,кельн,CITY,1,0,1,"0,7212172969","0,1537827031","0,7663651891","0,1961348109",ADD,HIGH,Додати в маршрут
Бельгія,Левен,левен,CITY,1,0,1,"0,7339017111","0,15","0,7701705133","0,195",ADD,HIGH,Додати в маршрут
Бельгія,Мехелен,мехелен,CITY,1,0,1,"0,7339017111","0,15","0,7701705133","0,195",ADD,HIGH,Додати в маршрут
Бельгія,Париж,париж,CITY,1,0,1,"0,6774769481","0,1627404432","0,7532430844","0,198822133",ADD,HIGH,Додати в маршрут
